japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
詳	详	詳	xiáng	くわしい,つまびらか,いつわる	ショウ,ヨウ,ゾウ	detailed, complete, thorough
像	像	像	xiàng	かたち,かたどる	ゾウ,ショウ,ヨウ	a picture, image, figure; to resemble
向	向	向	xiàng	むく,むかう,さきに,むける,むこう	コウ,キョウ,ショウ	toward, direction, trend
巷	巷	巷	xiàng	ちまた	コウ,ゴウ	alley, lane
橡	橡	橡	xiàng	とち,くぬぎ,つるばみ	ショウ,ゾウ	chestnut oak; rubber tree; rubber
象	象	象	xiàng	かた,かたどる,のり,ぞう	ショウ,ゾウ	elephant; ivory; figure, image
項	项	項	xiàng	うなじ	コウ,ゴウ	neck, nape of neck; sum; funds
享	享	享	xiǎng	すすめる,うける	キョウ,コウ	enjoy
響	响	響	xiǎng	ひびく,ひびき	キョウ	make sound, make noise; sound
想	想	想	xiǎng	おもう,おもい	ソウ,ソ,ショウ	think, speculate, plan, consider
饗	飨	饗	xiǎng	もてなす,あえ,うける	キョウ	host banquet; banquet
廂	厢	廂	xiāng	ひさし	ショウ,ソウ	side-room, wing; theatre box
郷	乡	鄉	xiāng	さと,ふるさと,さきに,むかう	キョウ,ゴウ,コウ	country; rural; village
湘	湘	湘	xiāng	にる	ショウ,ソウ	alternate name for Hunan
相	相	相	xiāng	あい,みる,たすける	ショウ,ソウ,ジョウ	mutual, reciprocal, each other
箱	箱	箱	xiāng	はこ	ショウ,ソウ	case, box, chest, trunk
襄	襄	襄	xiāng	のぼる,あげる,たかい,はらう	ジョウ,ショウ,ソウ,ニョウ	aid, help, assist; undress
鑲	镶	鑲	xiāng	いがた	ジョウ,ショウ,ニョウ,ソウ	insert, inlay, set, mount; fill
香	香	香	xiāng	かおり,か,かおる,こうばしい	コウ,キョウ	fragrant, sweet-smelling; incense; Kangxi radical 186
淆	淆	淆	xiáo	まじる	コウ,ギョウ	confused, in disarray, mixed up
効	效	效	xiào	きく,ならう,いたす,ききめ	コウ,キョウ	efficacious, effectiveness; to toil, to serve in the army
咲	笑	笑	xiào	さく,わらう,さき	ショウ	smile, laugh, giggle; snicker
哮	哮	哮	xiào	ほえる,たける	コウ,カク,キョウ	cough; pant; roar
嘯	啸	嘯	xiào	うそぶく	ショウ,シツ,シュク,シチ	roar, howl, scream; whistle
孝	孝	孝	xiào		コウ,キョウ	filial piety, obedience; mourning
校	校	校	xiào	かせ,くらべる,かんがえる	コウ,キョウ,ギョウ	school; military field officer
笑	笑	笑	xiào	わらう,えむ,わらい	ショウ	smile, laugh, giggle; snicker
肖	肖	肖	xiào	にる,かたどる,あやかる	ショウ	look like, resemble, be like
小	小	小	xiǎo	ちいさい,こ,お,すくない,さ	ショウ	small, tiny, insignificant
暁	晓	曉	xiǎo	あかつき,さとる	ギョウ,キョウ	dawn, daybreak; clear, explicit
篠	篠	篠	xiǎo	しの	ショウ	dwarf bamboo; diminutive in person's name
囂	嚣	囂	xiāo	かまびすし,かまびすしい	ゴウ,キョウ	be noisy; treat with contempt
宵	宵	宵	xiāo	よい,よる	ショウ	night, evening, dark
梟	枭	梟	xiāo	ふくろう	キョウ	an owl; thus, something evil
消	消	消	xiāo	きえる,けす	ショウ	vanish, die out; melt away
瀟	潇	瀟	xiāo	きよし	ショウ	sound of beating wind and rain; light, ethereal
硝	硝	硝	xiāo		ショウ	saltpeter, niter; to tan
蕭	萧	蕭	xiāo	よもぎ	ショウ	common artemisia; sighing of wind; mournful; dejected
銷	销	銷	xiāo	とける,けす	ショウ	melt, fuse; market, sell; to pass time, finish, cancel
驍	骁	驍	xiāo	たけし	ギョウ,キョウ	excellent horse; brave, valiant
偕	偕	偕	xié	ともに,ともにする	カイ	together; be in order
協	协	協	xié	かなう	キョウ	be united; cooperate
挟	挟	挾	xié	はさむ,はさまる,さしはさむ	キョウ,ショウ,コウ,ソウ	clasp under arm; hold to bosom
携	携	攜	xié	たずさえる,たずさわる	ケイ	lead by hand, take with; carry
斜	斜	斜	xié	ななめ	シャ,ヤ,タ	slanting, sloping, inclined
脅	胁	脅	xié	おびゃかす,おどす,おどかす,おびやかす,わき	キョウ,コウ,キュウ,ケン	ribs; armpits; flank; threaten
脇	胁	脅	xié	わき	キョウ	ribs, armpits; flank; threaten
諧	谐	諧	xié	やわらぐ,かなう,ととのう	カイ,ガイ	harmonize, agree; joke, jest
邪	邪	邪	xié	や,か,よこしま,ななめ	ヤ,ジャ,シャ,ヨ	wrong, evil, depraved, vicious, perverse, heterodox
鞋	鞋	鞋	xié	わらじ	アイ,カイ,ケ,ゲ,ケイ	shoes, footwear in general
褻	亵	褻	xiè	なれる,けがれる,け	セツ,ダイ,ナイ,ケ,セチ	dirty, ragged; slight, insult, treat with disrespect
卸	卸	卸	xiè	おろす,おろし	シャ	lay down; retire from office
屑	屑	屑	xiè	いさぎょい,くず,いさぎよい	セツ,ソツ,セチ,ソチ	bits, scraps, crumbs, fragments
懈	懈	懈	xiè	おこたる	カイ,ケ	idle, relaxed, remiss
械	械	械	xiè	かせ	カイ,ガイ	weapons; implements, instruments
泄	泄	泄	xiè	もれる	エイ,セツ,セチ	leak; vent; flow; reveal
瀉	泻	瀉	xiè	そそぐ,はく	シャ	drain off, leak; flow, pour down
蟹	蟹	蟹	xiè	かに	カイ,ゲ	crab
謝	谢	謝	xiè	あやまる,わび,ことわる	シャ,ジャ	thank; decline
写	写	寫	xiě	うつす,うつし,うつる	シャ,ソ	write; draw, sketch; compose
些	些	些	xiē	いささか	サ,シャ,セイ,サイ	little, few; rather, somewhat
楔	楔	楔	xiē	くさび,ほうだて	セツ,ケツ,セチ,ケチ,カツ,カチ	wedge; gatepost; foreword
歇	歇	歇	xiē	やめる,つきる,いこう,やむ	ケツ,カイ,カツ,コチ,ケ,カチ,アツ,エチ	rest, stop, lodge
蠍	蝎	蠍	xiē	さそり	カツ,ケツ,コチ	scorpion
信	信	信	xìn	まこと,たより,まかせる	シン	trust, believe; letter
衅	衅	釁	xìn	ちぬる,ひま,すき	キン	consecrate sacrificial vessels by smearing blood; rift
心	心	心	xīn	こころ	シン	heart; mind, intelligence; soul; 5th lunar mansion, determinative star α Scorpii (Antares)
新	新	新	xīn	あたらしい,あらた,にい,あら,さら	シン	new, recent, fresh, modern
欣	欣	欣	xīn	よろこぶ	ゴン,キン,コン	happy, joyous, delighted
芯	芯	芯	xīn	ほそい,とうしんぐ	シン	pith from rush (Juncus effusus)
薪	薪	薪	xīn	たきぎ	シン	fuel, firewood; salary
辛	辛	辛	xīn	からい,つらい,かのと	シン	bitter; toilsome, laborious; 8th heavenly stem; Kangxi radical 160
馨	馨	馨	xīn	かおる,かおり	ケイ,キョウ	fragrant, aromatic; distant fragrance
刑	刑	刑	xíng	のり,しおき	ケイ,ギョウ	punishment, penalty; law
型	型	型	xíng	かた	ケイ,ギョウ	pattern, model, type; law; mold
形	形	形	xíng	かたち,かた,あらわれる	ケイ,ギョウ	form, shape, appearance
行	行	行	xíng	いく,ゆく,おこなう,まさに,みち,めぐる,やる,ゆくゆく	コウ,ギョウ,アン,ゴウ,カン,ガン	go; walk; move, travel; circulate; Kangxi radical 144
邢	邢	邢	xíng		ケイ,ギョウ,コウ,キョウ,ケン	surname; state in today's Hebei
倖	幸	幸	xìng	さいわい	コウ,ギョウ	lucky, fortunate; dote on, spoil
興	兴	興	xìng	おこる,おこす,おきる	キョウ,コウ,キン	thrive, prosper, flourish
姓	姓	姓	xìng	かばね	セイ,ショウ,ソウ	one's family name; clan, people
幸	幸	幸	xìng	さいわい,しあわせ,さち,ねがう	コウ,ギョウ,ジョウ,ニョウ	luck(ily), favor, fortunately
性	性	性	xìng	さが,たち	セイ,ショウ	nature, character, sex
杏	杏	杏	xìng	あんず	キョウ,コウ,アン	apricot; almond
醒	醒	醒	xǐng	さめる,さます	セイ,ショウ	wake up; sober up; startle
惺	惺	惺	xīng	さとる	セイ,ショウ	intelligent, clever, astute
星	星	星	xīng	ほし	セイ,ショウ	a star, planet; any point of light; 25th lunar mansion, determinative star α Hydrae (Alphard)
猩	猩	猩	xīng	あかいろ	セイ,ショウ,ソウ	species of orangutan
腥	腥	腥	xīng	なまぐさい	セイ,ショウ	raw meat; rank, strong-smelling
熊	熊	熊	xióng	くま	ユウ,キュウ,グ,ユ,ダイ,ナイ	a bear; brilliant; bright; surname
雄	雄	雄	xióng	おす,お	ユウ,キュウ,グ,ユ	male of species; hero; manly
兄	兄	兄	xiōng	あに,え	ケイ,キョウ	elder brother
凶	凶	兇	xiōng	わるい	キョウ,ク	culprit; murder; bad, sad
胸	匈	匈	xiōng	むね,むな	キョウ,ク	breast, bosom, chest; thorax
汹	汹	洶	xiōng	わく	キョウ	turbulent; noisy, restless
胸	胸	胸	xiōng	むね,むな	キョウ,ク	breast, bosom, chest; thorax
嗅	嗅	嗅	xiù	かぐ	キュウ,ク	smell, scent, sniff; olfactive
秀	秀	秀	xiù	ひいでる	シュウ,シュ	ear of grain; flowering, luxuriant; refined, elegant, graceful
繡	绣	繡	xiù	ぬいとり	シュウ,ショウ,シュ	embroider; embroidery; ornament
袖	袖	袖	xiù	そで	シュウ,ジュ	sleeve; put something in sleeve
銹	锈	鏽	xiù	さび	シュウ,シュ	rust, corrode
朽	朽	朽	xiǔ	くちる	キュウ,ク	decayed, rotten; rot, decay
休	休	休	xiū	やすむ,いこう,やめる,やすまる,やすめる	キュウ,ク	rest, stop; retire; do not!
修	修	修	xiū	おさめる,おさまる	シュウ,シュ	study; repair; cultivate
羞	羞	羞	xiū	すすめる,はじる	シュウ,シュ	disgrace, shame; ashamed; shy
脩	脩	脩	xiū	おさめる,ながい,ほじし	シュウ,ユウ,チョウ,ショウ,シュ,ウ	dried meat (used as teachers payment in ancient times)
徐	徐	徐	xú	おもむろ	ジョ,ショ	slowly, quietly, calmly; composed, dignified
叙	叙	敍	xù	ついでる,ついで,のべる,ついず	ジョ,ショ	express, state, relate, narrate
婿	婿	婿	xù	むこ	セイ	son-in-law; husband
序	序	序	xù	ついで,のべる,ついず	ジョ,ショ	series, serial order, sequence
旭	旭	旭	xù	あさひ	キョク,ケン,コウ,カン,キュウ,ク,コク	rising sun; brilliance; radiant
続	续	續	xù	つずく,つぐ,つづく,つづける	ゾク,ショク	continue, carry on; succeed
緒	绪	緒	xù	お,いとぐち	ショ,チョ,シャ	end of thread; thread
蓄	蓄	蓄	xù	たくわえる,たくわえ	チク,キク	store, save, hoard, gather
酗	酗	酗	xù		ク	drunk, to become violent under the influence of alcohol
許	许	許	xǔ	ゆるす,ばかり,もと,ゆるし	キョ,コ,ク	allow, permit; promise; betroth
吁	吁	籲	xū	あう,ああ	ク,ウ,キョ,コ	interjection 'Alas!'; to sigh
嘘	嘘	噓	xū	ふく,うそ	キョ,コ	exhale; blow out; deep sigh; hiss; praise
墟	墟	墟	xū	あと,おか	キョ,コ	high mound; hilly countryside; wasteland
戌	戌	戌	xū	いぬ	ジュツ,シュツ,シュチ	eleventh earthly branch
虚	虚	虛	xū	むなしい	キョ,コ	false
需	需	需	xū	ぬれる,まつ,もとめる	ジュ,シュ,ゼン,ネン,ダン,ナン,ニュ	need, require, must; hexagram ䷄
須	须	須	xū	ひげ,もとめる,もちいる,まつ	シュ,ス,ハン,ヘン	must, have to, necessary; moment; whiskers
懸	悬	懸	xuán	かける,かかる	ケン,ケ,ゲン	hang, suspend, hoist; be hung
旋	旋	旋	xuán	めぐる,ゆばり	セン,ゼン	revolve, move in orbit; return
玄	玄	玄	xuán	くろ	ゲン,ケン	deep, profound, abstruse; Kangxi radical 95
璇	璇	璇	xuán		セン,ゼン	beautiful jade; star
炫	炫	炫	xuàn	ひかる,あきらか,かがやき,かがやく,てらす	ケン,ゲン	shine, glitter; show off, flaunt
眩	眩	眩	xuàn	くらむ,まどう,めまい,くるめく,まばゆい	ゲン,カン,ケン	to confuse; dizzy, dazed, disoriented
絢	绚	絢	xuàn	あや	ケン,シュン,ジュン	variegated, adorned; brilliant
選	选	選	xuǎn	えらぶ	セン,サン,セツ,サツ	choose, select; elect; election
喧	喧	喧	xuān	かまびすし,かまびすしい	ケン,カン	lively, noisy; clamor, talk loudly
宣	宣	宣	xuān	のる,のたまう,のべる	セン,ケン	declare, announce, proclaim
暄	暄	暄	xuān	あたたかい	ケン,カン	warm, comfortable; warm, genial
萱	萱	萱	xuān	かや	ケン,カン	day-lily, Hemerocallis flava
軒	轩	軒	xuān	のき	ケン,コン,カン	carriage; high; wide; balcony; surname of the Yellow Emperor
学	学	學	xué	まなぶ,おしえる	ガク,カク,コウ,キョウ	learning, knowledge; school
穴	穴	穴	xué	あな	ケツ,ゲチ,キツ,ギチ	cave, den, hole; Kangxi radical 116
血	血	血	xuè	ち	ケツ,ケチ	blood; Kangxi radical 143
雪	雪	雪	xuě	ゆき,すすぐ	セツ	snow; wipe away shame, avenge
鱈	鳕	鱈	xuě	たら	セツ	codfish
削	削	削	xuē	けずる	サク,ショウ,シャク,ソウ	scrape off, pare, trim
薛	薛	薛	xuē	かわらよもぎ,はますげ	セツ,セチ	kind of marsh grass; feudal state
靴	靴	靴	xuē	くつ	カ	boots
尋	寻	尋	xún	たずねる,ひろ,つね,あたためる,ついで	ジン,シン	seek, search, look for; ancient
循	循	循	xún	したがう,めぐる	ジュン,シュン	obey, comply with, follow
旬	旬	旬	xún	あまねく	ジュン,シュン,キン	ten-day period; period of time
洵	洵	洵	xún	まことに,まこと	シュン,ジュン,ケン	true, real, truly, really
詢	询	詢	xún	はかる,とう,まこと	ジュン,シュン	inquire into, ask about; consult
巡	巡	巡	xún	めぐる	ジュン,シュン,エン	patrol, go on circuit, cruise
巽	巽	巽	xùn	たつみ	ソン	south-east; mild, modest, obedient; trigram ☴; hexagram ䷸
殉	殉	殉	xùn	したがう	ジュン,シュン,エン	die for cause, be martyr for
訊	讯	訊	xùn	とう,たずねる	ジン,シン,シュン	inquire; ask; examine; reproach
訓	训	訓	xùn	おしえる,おしえ,よむ,よみ	クン,キン,シュン	teach, instruct; exegesis
迅	迅	迅	xùn	はやい	ジン,シン,シュン	quick, hasty, rapid, sudden
遜	逊	遜	xùn	ゆずる,へりくだる,したがう	ソン	humble, modest; yield
馴	驯	馴	xùn	なれる,ならす,したがう,なれ	シュン,クン,ジュン,イン	tame, docile, obedient
勲	勋	勳	xūn	いさお	クン	meritorious deed; merits; rank
燻	熏	燻	xūn	ふすべる,くすべる	クン	smoke, fog, vapor; smoke, cure
呀	呀	呀	ya	あ,あつ	ガ,カ,ケ	particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten
崖	崖	崖	yá	がけ	ガイ,ゲ,ギ	cliff, precipice; precipitous
涯	涯	涯	yá	きし,はて	ガイ,ゲ,ガ,ギ	shore, bank, water's edge
牙	牙	牙	yá	きば,は,きばへん	ガ,ゲ	tooth, molars, teeth; serrated
芽	芽	芽	yá	め,めぐむ	ガ,ゲ	bud, sprout, shoot
衙	衙	衙	yá	やくしょ	ギョ,ゴ,ガ,ゲ	public office; official residence
亜	亚	亞	yà	つぐ	ア,アツ,オウ,アク	Asia; second
婭	娅	婭	yà	あいむこ,こしもと	ア	mutual term of address used by sons-in-law; a brother-in-law
訝	讶	訝	yà	いぶかる	ガ,ゲ	express surprise, be surprised
唖	哑	啞	yǎ	おし	ア,アク	dumb, mute; become hoarse
雅	雅	雅	yǎ	みやびやか,つね	ガ,ア	elegant, graceful, refined
丫	丫	丫	yā	ふたまた,あげまき	ア	forked; bifurcation
圧	压	壓	yā	おさえる	アツ,オウ,ジョウ,エン	(same as 壓) to press; to oppress; to crush; pressure
押	押	押	yā	おす,おさえる,おし	オウ,コウ	mortgage, pledge; deposit; to pawn; to arrest, detain, guard
鴉	鸦	鴉	yā	からす	ア,ガ,ゲ	crow, raven; Corvus species (various)
鴨	鸭	鴨	yā	かも	オウ	duck; Anas species (various)
厳	严	嚴	yán	きびしい,おごそか,いつくし,いかめしい,いましめる	ゲン,ゴン,ガン	strict, rigorous, rigid; stern
塩	盐	鹽	yán	しお	エン	salt
妍	妍	妍	yán	うつくしい	ケン,ゲン	beautiful, handsome; seductive
岩	岩	巖	yán	いわ	ガン	cliff; rocks; mountain
延	延	延	yán	のびる,のばす,のべる,ひく,のべ	エン	delay, postpone, defer
沿	沿	沿	yán	そう	エン	follow a course, go along
炎	炎	炎	yán	ほのお,もえる	エン,タン,ダン,オン	flame, blaze; hot
研	研	研	yán	とぐ,みがく	ケン,ゲン	grind, rub; study, research
筵	筵	筵	yán	むしろ	エン	feast
言	言	言	yán	こと,いう,ことば,ここに,われ	ゲン,ゴン,ギン	words, speech; speak, say; Kangxi radical 149
閆	阎	閻	yán		エン	village gate
顔	颜	顏	yán	かお	ガン,ゲン	face, facial appearance
厭	厌	厭	yàn	あきる,いとう	エン,オウ,ヨウ,オン,ユウ,アン	dislike, detest, reject; satiate
咽	咽	咽	yàn	のど,のむ,むせぶ	イン,エツ,エン,エチ,オン	throat; pharynx
堰	堰	堰	yàn	せき,せく	エン,オン	dam; embankment, dike, bank
宴	宴	宴	yàn	うたげ,たのしむ	エン	to entertain, feast; a feast, banquet
彦	彦	彥	yàn	ひこ	ゲン	elegant
晏	晏	晏	yàn	おそい,やすらか	アン,エン	peaceful, quiet; clear; late in the day
焰	焰	焰	yàn	ほのお	エン,セン,ゼン	flame, blaze; glowing, blazing
燕	燕	燕	yàn	つばめ	エン	swallow (bird); comfort, enjoy
硯	砚	硯	yàn	すずり	ケン,ゲン	inkstone
艶	艳	豔	yàn	なまめかしい,つや	エン	beautiful, sexy, voluptuous
諺	谚	諺	yàn	ことわざ	ゲン,ガン	proverb, maxim
贋	赝	贗	yàn	にせ	ガン,カン	false; counterfeit; bogus; sham
雁	雁	雁	yàn	かり	ガン,ゲン	wild goose
鴈	雁	雁	yàn	かり,あひる	ガン,ゲン	wild goose
験	验	驗	yàn	しるし,あかし,ためす,ためし	ケン,ゲン	test, examine, inspect; verify
奄	奄	奄	yǎn	おおう,たちまち	エン	ere long; remain, tarry; feeble
掩	掩	掩	yǎn	おおう	エン,アン,オン,ヨウ	to cover (with the hand); shut, conceal; ambush
演	演	演	yǎn	のべる	エン,イン	perform, put on; exercise
眼	眼	眼	yǎn	まなこ,め	ガン,ゲン,ゴン	eye; eyelet, hole, opening
衍	衍	衍	yǎn	はびこる,しく,あまり	エン	overflow, spill over, spread out
淹	淹	淹	yān	ひたす,ひさしい,とどまる,いれる	エン,ヨウ,オウ	drown; cover with liquid, steep
煙	烟	煙	yān	けむり,けむる,けむい,けむたい	エン,イン	smoke, soot; opium; tobacco, cigarettes
焉	焉	焉	yān	いずくんそ,すなわち,これ,いずくんぞ,ここに	エン,イ,オン	thereupon, then; how? why? where?
揚	扬	揚	yáng	あげる,あがる,あげ	ヨウ	scatter, spread; praise
楊	杨	楊	yáng	やなぎ	ヨウ	willow, poplar, aspen; surname
洋	洋	洋	yáng	なだ	ヨウ,ショウ,ジョウ	ocean, sea; foreign; western
瘍	疡	瘍	yáng	かさ	ヨウ,トウ,ドウ	ulcers, sores; infection
羊	羊	羊	yáng	ひつじ	ヨウ	sheep, goat; Kangxi radical 123
陽	阳	陽	yáng	ひ,いつわる,きた,みなみ	ヨウ,チョウ,ジョウ	the active, male principle in Chinese philosophy (yang); light; sun
様	样	樣	yàng	さま,ざま	ヨウ,ショウ,ゾウ	shape, form, pattern, style
仰	仰	仰	yǎng	あおぐ,おおせ,あおる	ギョウ,コウ,ゴウ	raise the head to look; look up to, rely on, admire
養	养	養	yǎng	やしなう,やしない	ヨウ	raise, rear, bring up; support
氧	氧	氧	yǎng		ヨウ	oxygen (element 8, O)
痒	痒	癢	yǎng	かさ,かゆい	ヨウ,ショウ,ゾウ	itch
央	央	央	yāng	なかば,つきる	オウ,エイ,ヨウ	center, conclude, run out; beg
殃	殃	殃	yāng	わざわい	ヨウ,オウ	misfortune, disaster, calamity
姚	姚	姚	yáo	うつくしい	ヨウ,チョウ,トウ,ドウ	handsome, elegant; surname
揺	摇	搖	yáo	ゆする,ゆれる,ゆすぶる,ゆる,ゆらぐ,ゆるぐ,ゆさぶる,うごく	ヨウ	wag, swing, wave; shake; scull
爻	爻	爻	yáo	まじわる,めめ	コウ,ギョウ	diagrams for divination
瑶	瑶	瑤	yáo	たま	ヨウ	precious jade
窯	窑	窯	yáo	かま	ヨウ,キョウ,コウ	kiln; coal mine pit
肴	肴	餚	yáo	さかな	コウ,ギョウ	cooked or prepared meat
謡	谣	謠	yáo	うたい,うたう	ヨウ	sing; folksong, ballad; rumor
遥	遥	遙	yáo	はるか	ヨウ	far away, distant, remote
曜	耀	耀	yào	ひかり,かがやく	ヨウ	glorious, as sun; daylight, sunlight; one of the seven planets of pre-modern astronomy (the sun, the moon, Mercury, Venus, Mars, Jupiter, and Saturn)
燿	耀	耀	yào	かがやく	ヨウ,ヤク,シャク,ソウ,ショウ	shine, dazzle; brilliant, radiant
耀	耀	耀	yào	かがやく	ヨウ	shine, sparkle, dazzle; glory
薬	药	藥	yào	くすり	ヤク,シャク,リャク	drugs, pharmaceuticals, medicine
要	要	要	yào	いる,もとめる,かなめ,こし,むかえる	ヨウ	necessary, essential; necessity
鑰	钥	鑰	yào	かぎ	ヤク	key; lock
咬	咬	咬	yǎo	かむ	コウ,ゴウ,ヨウ,オウ,カイ,ギョウ,キョウ	bite, gnaw
杳	杳	杳	yǎo	はるか,くらい	ヨウ	obscure, dark, mysterious, deep
妖	妖	妖	yāo	なまめく,あやしい	ヨウ,コウ,キョウ	strange, weird, supernatural
腰	腰	腰	yāo	こし	ヨウ	waist; kidney
邀	邀	邀	yāo	むかえる,もとめる	ヨウ,キョウ	invite, welcome; meet, intercept
爺	爷	爺	yé	ちち,じじ,おやじ	ヤ	father, grandfather
耶	耶	耶	yé	や,か	ヤ,ジャ,シャ	used in transliteration
業	业	業	yè	わざ,すでに	ギョウ,ゴウ,ギュウ	profession, business, trade
葉	叶	葉	yè	は	ヨウ,ショウ	leaf, petal; page of book; period
叶	叶	葉	yè	かなう,かない	キョウ	to harmonize, to rhyme; to unite; (borrowed for) leaf
夜	夜	夜	yè	よ,よる	ヤ,エキ,ヤク	night, dark; in night; by night
曳	曳	曳	yè	ひく,ひき	エイ	trail, tow, drag, pull
液	液	液	yè	しる	エキ,シャク,ヤク,セキ	sap, juice, liquid, fluid
謁	谒	謁	yè	まみえる,つげる	エツ	visit, pay respects to
靨	靥	靨	yè	えくぼ	ヨウ,エン	dimples
頁	页	頁	yè	かしら,ぺえじ,ぺーじ,おおがい	ケツ,ヨウ,ケチ,ゲチ,シュ,コウ,ページ	page, sheet, leaf; Kangxi radical 181
也	也	也	yě	なり,また,や,か	ヤ,エ,イ	also; classical final particle of strong affirmation or identity
冶	冶	冶	yě	いる	ヤ	smelt, fuse metals; cast, found
野	野	野	yě	の	ヤ,ショ,ヨ,ジョ	open country, field; wilderness
椰	椰	椰	yē	やし	ヤ	palm tree, coconut palm
儀	仪	儀	yí	よい,のり	ギ	ceremony, rites gifts; admire
夷	夷	夷	yí	たいらげる,ころす,えびす,えみし	イ	ancient barbarian tribes
姨	姨	姨	yí	おば	イ	mother/wife's sister; concubine
宜	宜	宜	yí	よろしい,むべ,よい	ギ	suitable, right, fitting, proper
怡	怡	怡	yí	よろこぶ	イ	harmony; pleasure, joy; be glad
疑	疑	疑	yí	うたがう,うたがい,うたがわし,うたがうらくは,うたがわしい	ギ,キョウ,キ,ゴチ,ゴキ,ギョウ,ギツ,ギョク	doubt, question, suspect
移	移	移	yí	うつる,うつす	イ,シ	change place, shift; move about
遺	遗	遺	yí	のこす,わすれる,すてる,おくる,のこる	イ,ユイ,スイ,ズイ	lose; articles lost; omit
頤	颐	頤	yí	おとがい,あご	イ,アイ	cheeks; jaw; chin; rear; to nourish; hexagram ䷚
飴	饴	飴	yí	あめ	イ,シ,ジ	sweet-meats; sweet-cakes; syrup
義	义	義	yì	よい,よしとする,よく	ギ,キ	right conduct, righteousness
亦	亦	亦	yì	また	エキ,ヤク	also, too; likewise
億	亿	億	yì	おしはかる,ああ,はかる	オク,ヨク	hundred million; many
刈	刈	刈	yì	かる,かり	ガイ,カイ,ゲ	cut off, reap, mow; sickle
異	异	異	yì	こと,ことなる,あやしい,ことにする	イ	different, unusual, strange
役	役	役	yì	つとめ,えだち	ヤク,エキ	service; a servant, laborer; to serve
憶	忆	憶	yì	おぼえる,おもう	オク,ヨク,オキ	remember, reflect upon; memory
意	意	意	yì	こころ,おもい,おもう,うたがう	イ,ヨク,ヨイ	thought, idea, opinion; think
懿	懿	懿	yì	よい,ああ,うるわしい	イ	virtuous, admirable, esteemed
抑	抑	抑	yì	おさえる,そもそも	ヨク,ヨキ	press down, repress; curb, hinder
易	易	易	yì	やさしい,かえる,おさめる,あなどる,かわる,やすい	エキ,イ,シ,ジ,ヤク	change; easy
毅	毅	毅	yì	つよい,たけし	キ,ギ,ゲ	resolute, decisive, firm, persist
溢	溢	溢	yì	あふれる,みちる	イツ,シツ,イチ,シチ,ジチ,シ,ジ	overflow, brim over; full
疫	疫	疫	yì	えやみ	エキ,ヤク,イ,ユイ	epidemic, plague, pestilence
益	益	益	yì	ます,ますます	エキ,ヤク	profit, benefit; advantage; hexagram ䷩
繹	绎	繹	yì	ぬく,たずねる	エキ,ヤク,セキ,シャク	to unravel or unreel silk; to interpret, explain
翌	翌	翌	yì	とぶ,あくるひ	ヨク,イク	bright; daybreak, dawn; the next day
翼	翼	翼	yì	つばさ,たすける	ヨク	wings; fins on fish; shelter; 27th lunar mansion, determinative star α Crateris (Alkes)
臆	臆	臆	yì	むね,おくする	オク,ヨク,オキ,イ	chest, breast, bosom; thought
藝	艺	藝	yì	うえる,わざ,のり	ゲイ	art; talent, ability; craft
苅	苅	苅	yì	かる,かり	ガイ,カイ	cut off, reap, mow; sickle
裔	裔	裔	yì	すそ,すえ	エイ,エツ,エチ	progeny, descendants, posterity
訳	译	譯	yì	わけ,とく	ヤク,エキ	translate; decode; encode
詣	詣	詣	yì	いたる,もうでる	ケイ,ゲイ	reach; achievement, accomplishment
誼	谊	誼	yì	よい,よしみ	ギ	friendship; appropriate, suitable
議	议	議	yì	はかる	ギ	consult, talk over, discuss
逸	逸	逸	yì	はしる,うしなう,それる,はやる	イツ,イチ	flee, escape, break loose
邑	邑	邑	yì	くに,むら,うれえる,おおざと,みやこ	ユウ,オウ	area; district; city; state; Kangxi radical 163
乙	乙	乙	yǐ	きのと,おと	オツ,イツ	second; 2nd heavenly stem
以	以	以	yǐ	おもう,ゆえに,もって,すでに,はなはだ,ひきいる,もちいる	イ,シ,ジ	by means of; thereby, therefore; consider as; in order to
倚	倚	倚	yǐ	よる,たのむ	イ,キ	rely on, depend on; lean heavily
已	已	已	yǐ	すでに,やむ,のみ,はなはだ,やめる,み,おのれ	イ,シ,コ,キ	already; finished; stop
椅	椅	椅	yǐ	いす	イ	chair, seat
矣	矣	矣	yǐ		イ	particle of completed action
礒	礒	礒	yǐ	いそ	ギ	rock; beach; shore
蟻	蚁	蟻	yǐ	あり	ギ,ガ	ants
一	一	一	yī	ひとつ,ひとたび,はじめ,ひと	イチ,イツ	one; a, an; alone
伊	伊	伊	yī	これ,かれ,ただ	イ	third person pronoun; he, she, this, that
依	依	依	yī	よる	イ,エ	rely on, be set in; consent, obey a wish
医	医	醫	yī	いやす,くすし	イ,エイ	cure, heal; doctor, medical
衣	衣	衣	yī	ころも,きる,きぬ	イ,エ	clothes, clothing; cover, skin; Kangxi radical 145
吟	吟	吟	yín	うたう,なく	ギン,キン,ゴン,コン	sing, hum; recite; type of poetry
婬	淫	淫	yín	たわける,みだり,みだら	イン	obscene, licentious, lewd
寅	寅	寅	yín	とら	イン,イ	to respect, reverence; respectfully; third earthly branch
